연번 ,구분 ,관리기관명,운영노선명 ,역명,소재지도로명주소 ,소재지지번주소 ,위도 ,경도 ,지상 또는 지하 구분,역층,게이트 내외 구분,(근접) 출입구 번호,상세위치 ,전화번호 ,개방시간 ,화장실 설치장소 유형,오물처리방식 ,남녀공용화장실여부 ,남성용-대변기수,남성용-유아용대변기수,남성용-소변기수 ,남성용-유아용소변기수,여성용-대변기수,여성용-유아용대변기수,공용-대변기수,공용-유아용대변기수,공용-소변기수 ,공용-유아용소변기수,기저귀교환대설치유무-남자장애인화장실,기저귀교환대설치유무-여자장애인화장실,기저귀교환대설치유무-공용장애인화장실,리모델링 연도,데이터기준일자
241,공중화장실(장애인),서울교통공사,7호선,장암, 경기도 의정부시 장암동 160-8 장암역 , 경기도 의정부시 장암동 16 ,37.69995657,127.0528183,지상,1,외부,1,1층 표 내는 곳 옆, 02-6311-7091 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,,,2015,2024-06-28
242,공중화장실(장애인),서울교통공사,7호선,도봉산, 서울특별시 도봉구 도봉동 38-3 도봉산역 , 서울특별시 도봉구 도봉동 3 ,37.68963047,127.0464256,지상,1,외부, 1-1,지상1층 대합실 앞, 02-6311-7101 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,,2016,2024-06-28
243,공중화장실(장애인),서울교통공사,7호선,도봉산, 서울특별시 도봉구 도봉동 38-3 도봉산역 , 서울특별시 도봉구 도봉동 3 ,37.68963047,127.0464256,지상,1,내부,2,지상1층 환승통로 , 02-6311-7101 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,,,2014,2024-06-28
244,공중화장실(장애인),서울교통공사,7호선,수락산, 서울특별시 노원구 상계동 1132-9 수락산역 , 서울특별시 노원구 상계동 1 ,37.665375,127.055425,지하,2,외부,5,대합실 지하2층 고객상담실 앞, 02-6311-7111 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2009,2024-06-28
245,공중화장실(장애인),서울교통공사,7호선,마들, 서울특별시 노원구 상계동 650 마들역 , 서울특별시 노원구 상계동 6 ,37.654527,127.058362,지하,2,외부,4 또는5,대합실 B2 에스컬레이터 앞 , 02-6311-7121 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,,2014,2024-06-28
246,공중화장실(장애인),서울교통공사,7호선,노원, 서울특별시 노원구 상계동 729-0 노원역(7호선) , 서울특별시 노원구 상계동 7 ,37.645494,127.061718,지하,2,외부,6,지하2층대합실 또는 가아이센터앞, 02-6311-7131 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,,, 2008이전 ,2024-06-28
247,공중화장실(장애인),서울교통공사,7호선,중계, 서울특별시 노원구 중계동 503-3 중계역 , 서울특별시 노원구 중계동 5 ,37.63595,127.066024,지하,1,외부,1,지하1층 1번출입구 옆, 02-6311-7141 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2014,2024-06-28
248,공중화장실(장애인),서울교통공사,7호선,하계, 서울특별시 노원구 하계동 273-5 하계역 , 서울특별시 노원구 하계동 2 ,37.625787,127.070705,지하,1,외부,4,지하1층 4번출입구, 02-6311-7151 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,,2009,2024-06-28
249,공중화장실(장애인),서울교통공사,7호선,공릉, 서울특별시 노원구 공릉동 385-4 공릉역 , 서울특별시 노원구 공릉동 3 ,37.62554276,127.0730336,지하,1,외부,1 또는2,지하1층 아이센터 앞, 02-6311-7161 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,1,,1,1,,,,,1,1,,2010,2024-06-28
250,공중화장실(장애인),서울교통공사,7호선,태릉입구, 서울특별시 노원구 공릉동 616-4 태릉입구역(6 또는 7호선) , 서울특별시 노원구 공릉동 6 ,37.61845951,127.0754053,지하,3,외부,2 또는3,대합실 지하3층 고객상담실 앞, 02-6311-7171 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2013,2024-06-28
251,공중화장실(장애인),서울교통공사,7호선,먹골, 서울특별시 중랑구 묵동 189-5 먹골역 , 서울특별시 중랑구 묵동 18 ,37.61078,127.075518,지하,1,외부,1 또는2,B1층 대합실, 02-6311-7181 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2014,2024-06-28
252,공중화장실(장애인),서울교통공사,7호선,중화, 서울특별시 중랑구 중화동 50-3 중화역 , 서울특별시 중랑구 중화동 5 ,37.602572,127.077096,지하,1,외부,2,B1층  2번출입구 방향, 02-6311-7191 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2009,2024-06-28
253,공중화장실(장애인),서울교통공사,7호선,상봉, 서울특별시 중랑구 상봉동 160-7 상봉역 , 서울특별시 중랑구 상봉동 1 ,37.595254,127.083664,지하,1,내부,1 또는2 또는5 또는6,B1층  1 또는2 또는5 또는6번출입구앞, 02-6311-7201 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2009,2024-06-28
254,공중화장실(장애인),서울교통공사,7호선,면목, 서울특별시 중랑구 면목동 282-6 면목역 , 서울특별시 중랑구 면목동 2 ,37.588745,127.085305,지하,1,외부,3, B1층 아이센터 앞, 02-6311-7211 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2009,2024-06-28
255,공중화장실(장애인),서울교통공사,7호선,사가정, 서울특별시 중랑구 면목동 495 사가정역 , 서울특별시 중랑구 면목동 4 ,37.580966,127.086314,지하,1,외부,1,B1층  1번출입구 앞, 02-6311-7221 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,,2009,2024-06-28
256,공중화장실(장애인),서울교통공사,7호선,용마산, 서울특별시 중랑구 면목동 1382-13 용마산역 , 서울특별시 중랑구 면목동 1 ,37.573793,127.084629,지하,1,외부,1,B1층  1번출입구 앞, 02-6311-7231 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2015,2024-06-28
257,공중화장실(장애인),서울교통공사,7호선,중곡, 서울특별시 광진구 중곡동 273-2 중곡역 , 서울특별시 광진구 중곡동 2 ,37.565535,127.081897,지하,2,외부,1 또는2 또는3,B2층  표 내는 곳 앞, 02-6311-7241 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2012,2024-06-28
258,공중화장실(장애인),서울교통공사,7호선,어린이대공원, 서울특별시 광진구 화양동 164-1 어린이대공원역 , 서울특별시 광진구 화양동 1 ,37.547905,127.072404,지하,2,외부,1 또는6,B2층  아이센터 옆, 02-6311-7261 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2009,2024-06-28
259,공중화장실(장애인),서울교통공사,7호선,건대입구, 서울특별시 광진구 화양동 6-3 건대입구역(7호선) , 서울특별시 광진구 화양동 6 ,37.540389,127.067047,지하,2,내부,3,B2층 표 내는 곳 옆, 02-6311-7271 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2013,2024-06-28
260,공중화장실(장애인),서울교통공사,7호선,뚝섬유원지, 서울특별시 광진구 자양동 73-2 뚝섬유원지역 , 서울특별시 광진구 자양동 7 ,37.531537,127.064502,지상,2,내부,1 또는4,지상2층 대합실, 02-6311-7281 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,,, 2008이전 ,2024-06-28
261,공중화장실(장애인),서울교통공사,7호선,청담, 서울특별시 강남구 청담동 77-76 청담역 , 서울특별시 강남구 청담동 7 ,37.51912,127.049748,지하,3,외부,3 또는12,B3 대합실 나 I센터 옆, 02-6311-7291 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,1,, 2008이전 ,2024-06-28
262,공중화장실(장애인),서울교통공사,7호선,강남구청, 서울특별시 강남구 삼성동 111-44 강남구청역 , 서울특별시 강남구 삼성동 1 ,37.517473,127.03898,지하,1,외부,1 또는4,B1층 대합실 가아이센터 맞은편, 02-6311-7301 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,,2024,2024-06-28
263,공중화장실(장애인),서울교통공사,7호선,학동, 서울특별시 강남구 논현동 279-67 학동역 , 서울특별시 강남구 논현동 2 ,37.515323,127.027744,지하,2,외부,1 또는2,B2 1 또는2번 출입구 계단 옆, 02-6311-7311 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,, 2008이전 ,2024-06-28
264,공중화장실(장애인),서울교통공사,7호선,논현, 서울특별시 강남구 논현동 280 논현역 , 서울특별시 강남구 논현동 2 ,37.511206,127.019539,지하,1,외부,7 또는8,대합실 1층 7 또는8번 출입구 근처, 02-6311-7321 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,, 2008이전 ,2024-06-28
265,공중화장실(장애인),서울교통공사,7호선,논현, 서울특별시 강남구 논현동 280 논현역 , 서울특별시 강남구 논현동 2 ,37.511206,127.019539,지하,2,외부,7 또는8,대합실 2층 왓슨스 매장 뒤편, 02-6311-7321 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,,2016,2024-06-28
266,공중화장실(장애인),서울교통공사,7호선,반포, 서울특별시 서초구 잠원동 103 반포역 , 서울특별시 서초구 잠원동 1 ,37.508213,127.009658,지하,2,외부,1 또는2 또는5 또는6,대합실 지하2층 계단 옆, 02-6311-7331 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,1,, 2008이전 ,2024-06-28
267,공중화장실(장애인),서울교통공사,7호선,고속터미널, 서울특별시 서초구 반포동 19-11 고속터미널역(7호선) , 서울특별시 서초구 반포동 1 ,37.504914,127.002726,지하,1,외부,3,대합실 1층 3번출입구 왼쪽, 02-6311-7341 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,,2019,2024-06-28
268,공중화장실(장애인),서울교통공사,7호선,내방, 서울특별시 서초구 방배동 874-16 내방역 , 서울특별시 서초구 방배동 8 ,37.487707,126.991409,지하,1,외부,5 또는6 또는7 또는8,대합실 지하1층 5~8번출입구방면, 02-6311-7351 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,,,,,,,1,,2020,2024-06-28
269,공중화장실(장애인),서울교통공사,7호선,이수, 서울특별시 동작구 사당동 144-4 이수역 , 서울특별시 동작구 사당동 1 ,37.485936,126.979819,지하,1,외부,7 또는8,지하1층 연결통로, 02-6311-7361 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,,,2024,2024-06-28
270,공중화장실(장애인),서울교통공사,7호선,이수, 서울특별시 동작구 사당동 144-4 이수역 , 서울특별시 동작구 사당동 1 ,37.485936,126.979819,지하,3,내부,7 또는8,지하3층 (가)표 내는 곳안쪽 상선 내부계단 옆, 02-6311-7361 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,, 2008이전 ,2024-06-28
271,공중화장실(장애인),서울교통공사,7호선,남성, 서울특별시 동작구 사당동 산 25-33 남성역 , 서울특별시 동작구 사당동 산 ,37.484876,126.968484,지하,2,내부,2 또는3,대합실 상선 내부계단 옆, 02-6311-7371 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2021,2024-06-28
272,공중화장실(장애인),서울교통공사,7호선,숭실대입구, 서울특별시 동작구 상도동 514 숭실대입구역 , 서울특별시 동작구 상도동 5 ,37.496374,126.951315,지하,2,외부,1 또는2 또는3 또는4,대합실2층, 02-6311-7381 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,,,,,,1,1,,2021,2024-06-28
273,공중화장실(장애인),서울교통공사,7호선,상도, 서울특별시 동작구 상도1동 702-1 상도역 , 서울특별시 동작구 상도1동  ,37.503072,126.945564,지하,2,외부,3 또는4 또는5,지하 2층 대합실 계단좌측, 02-6311-7391 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2020,2024-06-28
274,공중화장실(장애인),서울교통공사,7호선,장승배기, 서울특별시 동작구 상도동 26-20 장승배기역 , 서울특별시 동작구 상도동 2 ,37.504905,126.937002,지하,2,외부,5 또는6,지하2층 대합실 5 또는6번 출입구방향 내부계단 옆, 02-6311-7401 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2021,2024-06-28
275,공중화장실(장애인),서울교통공사,7호선,신대방삼거리, 서울특별시 동작구 대방동 406-10 신대방삼거리역 , 서울특별시 동작구 대방동 4 ,37.487519,126.911093,지하,2,외부,1 또는2,대합실 2층, 02-6311-7411 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,,,,2020,2024-06-28
276,공중화장실(장애인),서울교통공사,7호선,보라매, 서울특별시 동작구 대방동 466-51 보라매역 , 서울특별시 동작구 대방동 4 ,37.499929,126.918093,지하,1,외부,3,대합실 1층 3번출입구 방향, 02-6311-7421 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,1,1,1,,,,,,,, 2008이전 ,2024-06-28
277,공중화장실(장애인),서울교통공사,7호선,신풍, 서울특별시 영등포구 신길동 3599 신풍역 , 서울특별시 영등포구 신길동  ,37.50013,126.90678,지하,1,외부,5,대합실 1층 5번출입구방향, 02-6311-7431 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,,, 2008이전 ,2024-06-28
278,공중화장실(장애인),서울교통공사,7호선,대림, 서울특별시 구로구 대림동 1050-17 대림역(7호선) , 서울특별시 구로구 대림동 1 ,37.492981,126.893984,지하,1,외부,9 또는10,대합실 1층, 02-6311-7441 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2021,2024-06-28
279,공중화장실(장애인),서울교통공사,7호선,남구로, 서울특별시 구로구 구로동 801-95 남구로역 , 서울특별시 구로구 구로동 8 ,37.486051,126.885062,지하,1,외부,2 또는3 또는4 또는5,대합실 1층 2~5번출입구 방향(ES 7 또는8호기 옆), 02-6311-7451 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,,, 2008이전 ,2024-06-28
280,공중화장실(장애인),서울교통공사,7호선,가산디지털단지, 서울특별시 금천구 가산동 54-3 가산디지털단지역 , 서울특별시 금천구 가산동 5 ,37.48039597,126.8826618,지하,1,외부,4,대합실 1층 4번출입구 방향, 02-6311-7461 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2019,2024-06-28
281,공중화장실(장애인),서울교통공사,7호선,철산, 경기도 광명시 철산동 526 철산역 , 경기도 광명시 철산동 526 ,37.47619284,126.868211,지하,1,외부,3,대합실 1층 3번 출입구 방향, 02-6311-7471 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2019,2024-06-28
282,공중화장실(장애인),서울교통공사,7호선,광명사거리, 경기도 광명시 광명동 158-211 광명사거리역 , 경기도 광명시 광명동 158 ,37.479307,126.852486,지하,2,외부,4 또는5,대합실 2층 연결통로( 가-ⓘ센터와 나-ⓘ센터 중간지점), 02-6311-7481 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,,, 2008이전 ,2024-06-28
283,공중화장실(장애인),서울교통공사,7호선,천왕, 서울특별시 구로구 오류동 174-6 천왕역 , 서울특별시 구로구 오류동 1 ,37.486686,126.836492,지하,1,외부,2,대합실 1층 2번 출입구 방향, 02-6311-7491 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,,,2018,2024-06-28
284,공중화장실(장애인),서울교통공사,7호선,온수, 서울특별시 구로구 온수동 53-1 온수역(7호선) , 서울특별시 구로구 온수동 5 ,37.492151,126.821446,지하,1,외부,4,대합실 1층 4번출입구 방향, 02-6311-7551 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2021,2024-06-28
285,공중화장실,서울교통공사,8호선,암사역사공원역, 서울특별시 강동구 아리수로27길 2, 서울특별시 강동구 암사동 378 ,37.557155,127.13732,지하,1,외부,3,대합실 B1층 3번 출구 방향, 02-6311-8091, 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2024,2024-11-27
286,공중화장실(장애인),서울교통공사,8호선,암사, 서울특별시 강동구 암사동 501 암사역 , 서울특별시 강동구 암사동 5 ,37.550646,127.125659,지하,1,외부,2,대합실 B1층 2번 출입구 방향, 02-6311-8101 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,,2022,2024-06-28
287,공중화장실(장애인),서울교통공사,8호선,강동구청, 서울특별시 강동구 성내동 319 강동구청역 , 서울특별시 강동구 성내동 3 ,37.538374,127.115484,지하,2,외부,4 또는5,대합실 B2층 표 내는 곳 옆, 02-6311-8121 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,,2021,2024-06-28
288,공중화장실(장애인),서울교통공사,8호선,몽촌토성, 서울특별시 송파구 신천동 19 몽촌토성역 , 서울특별시 송파구 신천동 1 ,37.517641,127.110551,지하,1,외부,1 또는2 또는3,대합실 B1층 1 또는2 또는3번 출입구 방향, 02-6311-8131 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,,,,,,1,1,,2010,2024-06-28
289,공중화장실(장애인),서울교통공사,8호선,잠실, 서울특별시 송파구 잠실동 7-4 잠실역(8호선) , 서울특별시 송파구 잠실동 7 ,37.513152,127.101221,지하,1,외부,11,B1층 11번 출입구 옆, 02-6311-8141 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2014,2024-06-28
290,공중화장실(장애인),서울교통공사,8호선,석촌, 서울특별시 송파구 석촌동 209 석촌역 , 서울특별시 송파구 석촌동 2 ,37.50541412,127.1070041,지하,1,외부,7 또는8,대합실 B1층 표 내는 곳 옆, 02-6311-8151 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,,2009,2024-06-28
291,공중화장실(장애인),서울교통공사,8호선,송파, 서울특별시 송파구 가락동 459-4 송파역 , 서울특별시 송파구 가락동 4 ,37.49971495,127.1121935,지하,1,외부,1,대합실 B1층 1번출입구 방향, 02-6311-8161 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2015,2024-06-28
292,공중화장실(장애인),서울교통공사,8호선,가락시장, 서울특별시 송파구 가락동 184-23 가락시장역(3 또는 8호선) , 서울특별시 송파구 가락동 1 ,37.49309925,127.1182628,지하,1,외부, 2-1, B1층 대합실과 가락몰 연결통로 사이, 02-6311-8171 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,,,,2015,2024-06-28
293,공중화장실(장애인),서울교통공사,8호선,문정, 서울특별시 송파구 문정동 119-4 문정역 , 서울특별시 송파구 문정동 1 ,37.495002,127.103639,지하,1,외부,2,대합실 B1층 2번출입구 방향, 02-6311-8181 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2015,2024-06-28
294,공중화장실(장애인),서울교통공사,8호선,장지, 서울특별시 송파구 장지동 201-5 장지역 , 서울특별시 송파구 장지동 2 ,37.482299,127.124225,지하,1,외부,3 또는4,대합실 B1층 3 또는4번출입구 방면 , 02-6311-8191 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,,,2009,2024-06-28
295,공중화장실(장애인),서울교통공사,8호선,복정, 서울특별시 송파구 장지동 596-21 복정역 , 서울특별시 송파구 장지동 5 ,37.47074187,127.126724,지하,1,외부,1,대합실 지하1층 아이센터 근처, 02-6311-8201 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,,1,,2015,2024-06-28
296,공중화장실(장애인),서울교통공사,8호선,남위례, 경기도 성남시 수정구 공원로 601 남위례역 , 경기도 성남시 수정구 복정동 ,37.46272308,127.139351,지상,2,외부,1,대합실 지상2층 주출입구 근처, 02-6311-8211 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2021,2024-06-28
297,공중화장실(장애인),서울교통공사,8호선,산성, 경기도 성남시 수정구 신흥동 7-4 산성역 , 경기도 성남시 수정구 신흥동 ,37.470375,127.11793,지하,1,외부,1 또는2,B1층 1 또는2번 출입구 계단 오른쪽, 02-6311-8211 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,,1,,2013,2024-06-28
298,공중화장실(장애인),서울교통공사,8호선,남한산성입구, 경기도 성남시 수정구 단대동 96 남한산성입구역 , 경기도 성남시 수정구 단대동 ,37.451541,127.157632,지하,2,외부,1 또는2,대합실 지하2층 에스컬레이터 근처, 02-6311-8221 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,,2009,2024-06-28
299,공중화장실(장애인),서울교통공사,8호선,단대오거리, 경기도 성남시 수정구 신흥동 2467 단대오거리역 , 경기도 성남시 수정구 신흥동 ,37.445163,127.154033,지하,1,외부,6 또는7,대합실 지하1층 2호기EL 옆, 02-6311-8231 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,1,,,1,1,,,,,1,1,,2009,2024-06-28
300,공중화장실(장애인),서울교통공사,8호선,신흥, 경기도 성남시 수정구 신흥동 2467 신흥역 , 경기도 성남시 수정구 신흥동 ,37.440749,127.144161,지하,1,외부,1 또는2,B1층 대합실 1 또는2번 출입구방면, 02-6311-8241 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,1,1,, 2008이전 ,2024-06-28
301,공중화장실(장애인),서울교통공사,8호선,수진, 경기도 성남시 수정구 수진동 2205-1 수진역 , 경기도 성남시 수정구 수진동 ,37.437611,127.138831,지하,1,외부,1 또는2,대합실 지하1층 편의점 옆, 02-6311-8251 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,1,,2012,2024-06-28
302,공중화장실(장애인),서울교통공사,8호선,모란, 경기도 성남시 수정구 수진동 4808 모란역 , 경기도 성남시 수정구 수진동 ,37.433072,127.127123,지하,2,외부,10 또는11,B2층 대합실 상행 ES 옆, 02-6311-8261 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,,,,1,,,,,,,1,,2013,2024-06-28
